property_id,immovlan_id,url,source,scrape_date,date_posted,html_path,property_type,category,transaction_type,new_construction,price,vat,cadastral_income,street,house_number,postal_code,locality,province,region,latitude,longitude,bedrooms,livable_surface,number_of_kitchens,kitchen_equipment,bathrooms,showers,toilets,floor,build_year,currently_leased,furnished,building_state,heating_type,glazing_type,heat_pump,solar_panels,air_conditioning,primary_energy_consumption,epc,electrical_certificate,facades,facade_orientation,garden,garden_surface,garden_orientation,terrace,terrace_surface,balcony,garage,garages,indoor_parking,outdoor_parking,cellar,swimming_pool,elevator,running_water,flooding_area_type,demarcated_flooding_area,number_of_floors,availability,total_land_surface,living_room_surface,preemption_right,access_for_disabled,bedroom_1_surface,bedroom_2_surface,gas_connection,epc_validity_date,sewer_connection,epc_reference,co2_emission,entry_phone,urbanism_affectation,attic,kitchen_surface,bedroom_3_surface,yearly_primary_energy_consumption,frontage_width,building_permission_granted,kitchen_type,alarm,terrace_orientation,planning_permission_granted,bathroom_surface,p_score,g_score,terrain_width_at_roadside,security_door,protected_heritage,bedroom_4_surface,buildable_surface,veranda,rain_water_tank,floor_heating,as_build_certificate,diningroom,ground_depth,diningroom_surface,fireplace,electric_charging_station,hammam_sauna_jacuzzi,water_sensitive_area,domotica,cellar_surface,wash_room,solar_thermic_panels,bedroom_5_surface,gasoil_tank_certificate,low_energy_house,garage_surface,office_surface,attic_surface,individual_water_meter,water_softener,motorized_garage_door,bike_storage,electronic_key,dressing,electrical_certificate_validity,dressing_surface,opportunity_for_professional,bi_hourly_counter,adaptations_for_elderlies,total_surface,individual_electric_meter,level_e,veranda_surface,service_apartment,individual_gas_meter,barbecue,electricity_connection,gasoil_tank_certificate_validity,urbanism_infraction_description,nursery_nearest_walk_m,preschool_nearest_walk_m,elementary_school_nearest_walk_m,high_school_nearest_walk_m,bus_stop_nearest_walk_m,tram_stop_nearest_walk_m,train_station_nearest_walk_m,train_station_nearest_drive_m,motorway_nearest_drive_m,airport_nearest_drive_m,charging_station_nearest_drive_m,supermarket_nearest_walk_m,supermarket_count,car_sharing_nearest_walk_m,bike_sharing_nearest_walk_m
RAG22650,7049984,https://immovlan.be/en/detail/studio/for-sale/8670/sint-idesbald/rag22650,ImmoVlan,2026-06-15,2017-02-14,data_html/raw/html/rag/rag22650.html,flat_studio,appartment,for-sale,0,159000,0,837,Koninklijke Baan,359,8670,Sint-Idesbald,West Flanders,Flanders,51.1083644,2.6076405,1,55,,,1,,1,3,,0,0,Normal,,,,,,,,1,,,0,,,1,,,1,,,,0,,1,,no flooding area,(information not available),3,,,,,1,,,,23/02/2027,,20170223-0001936916-1,,,,0,,,230,,,,1,,,,,,,,,,55,0,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1800,1800,1800,2400,632,479,4500,5100,6000,26100,2100,353,3,,437
RAH80542,7451586,https://immovlan.be/en/detail/apartment/for-sale/3500/hasselt/rah80542,ImmoVlan,2026-06-15,2018-04-04,data_html/raw/html/rah/rah80542.html,flat,appartment,for-sale,1,356000,1,,Gelatineboulevard,2,3500,Hasselt,Limburg,Flanders,50.9354807,5.3359107,2,100,,,1,,,4,,0,,New,,,1,,,0,FlandersDoubleA,0,,,1,,South-west,1,50,,1,,,,,,1,,(information not available),(information not available),7,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,298,298,248,181,,957,1100,2400,,1100,485,3,543,627
RAI26618,7561749,https://immovlan.be/en/detail/apartment/for-sale/3500/hasselt/rai26618,ImmoVlan,2026-06-15,2018-07-24,data_html/raw/html/rai/rai26618.html,flat,appartment,for-sale,1,637000,1,,Gelatineboulevard,4,3500,Hasselt,Limburg,Flanders,50.9353863,5.3361143,3,167,,,2,,,6,,0,,New,,,,,,0,FlandersDoubleA,0,,South-west,1,,South-west,1,52,,1,,,,,,,,(information not available),(information not available),7,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,310,310,260,169,,969,1000,2400,,1100,473,3,555,615
RAI27127,7563024,https://immovlan.be/en/detail/apartment/for-sale/8670/koksijde/rai27127,ImmoVlan,2026-06-15,2018-07-26,data_html/raw/html/rai/rai27127.html,flat,appartment,for-sale,0,1335000,0,745,Zeedijk,435,8670,Koksijde,West Flanders,Flanders,51.1328167,2.6702454,2,133,,,2,,1,5,,,0,To be renovated,,,,,,,,0,,North-west,,,,1,,,1,,,,1,,1,,no flooding area,(information not available),8,,,,,0,,,,,,,,1,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,2100,2100,2800,217,217,8200,8700,8500,21600,3600,167,3,,221
RAI38199,7591687,https://immovlan.be/en/detail/apartment/for-sale/3500/hasselt/rai38199,ImmoVlan,2026-06-15,2018-08-28,data_html/raw/html/rai/rai38199.html,flat,appartment,for-sale,1,517000,1,,Gelatineboulevard,9,3500,Hasselt,Limburg,Flanders,50.9358669,5.3363319,2,128,,,1,,,2,,0,,New,,,,,,0,FlandersDoubleA,0,,East,1,,East,1,34,,1,,,,,,,,(information not available),(information not available),3,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,398,398,348,256,,1100,2200,5400,,2200,405,3,600,680
RAI78358,7696467,https://immovlan.be/en/detail/apartment/for-sale/8700/tielt/rai78358,ImmoVlan,2026-06-15,2018-11-29,data_html/raw/html/rai/rai78358.html,flat,appartment,for-sale,0,295000,0,,Kroonstraat,1,8700,Tielt,West Flanders,Flanders,50.9933558,3.3288892,2,80,,Fully equipped,1,,1,2,2016,0,,New,Gas,Double glass,,,,84,FlandersSingleA,1,,,0,,,0,,,,,,,,,1,,no flooding area,(information not available),4,,,26,,,15,9,1,,,,,1,"Residential zone (residential, urban)",,10,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,221,221,38,280,,394,465,,32200,2100,311,3,394,413
RAJ04351,7756327,https://immovlan.be/en/detail/apartment/for-sale/8700/tielt/raj04351,ImmoVlan,2026-06-15,2019-02-06,data_html/raw/html/raj/raj04351.html,flat,appartment,for-sale,0,305000,0,,Kroonstraat,1,8700,Tielt,West Flanders,Flanders,50.9933558,3.3288892,2,70,,Fully equipped,1,,1,2,2016,0,,New,Gas,Double glass,,,,71,FlandersSingleA,1,,,0,,,0,,,,,,,,,1,,no flooding area,(information not available),4,,,26,,,15,9,1,,,,,1,"Residential zone (residential, urban)",,10,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,221,221,38,280,,394,465,,32200,2100,311,3,394,413
RAJ23760,7803711,https://immovlan.be/en/detail/penthouse/for-sale/3500/hasselt/raj23760,ImmoVlan,2026-06-15,2019-03-22,data_html/raw/html/raj/raj23760.html,penthouse,appartment,for-sale,1,499000,1,,Gelatineboulevard,4,3500,Hasselt,Limburg,Flanders,50.9353863,5.3361143,2,117,,,1,,,7,,0,,New,,,1,,,0,FlandersDoubleA,0,,South-west,1,,South-west,1,35,,1,,,,,,,,(information not available),(information not available),7,,,,,,,,,,,,,1,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,310,310,260,169,,969,1000,2400,,1100,473,3,555,615
RAJ23761,7803712,https://immovlan.be/en/detail/apartment/for-sale/3500/hasselt/raj23761,ImmoVlan,2026-06-15,2019-03-22,data_html/raw/html/raj/raj23761.html,flat,appartment,for-sale,1,451000,1,,Gelatineboulevard,4,3500,Hasselt,Limburg,Flanders,50.9353863,5.3361143,2,120,,,1,,,5,,0,,New,,,,,,0,FlandersDoubleA,0,,South-west,1,,South-west,1,50,,1,,,,,,,,(information not available),(information not available),7,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,310,310,260,169,,969,1000,2400,,1100,473,3,555,615
RAJ78605,7916223,https://immovlan.be/en/detail/villa/for-sale/1790/affligem/raj78605,ImmoVlan,2026-06-15,2019-08-02,data_html/raw/html/raj/raj78605.html,villa,house,for-sale,0,670000,0,2,,,1790,Affligem,Flemish Brabant,Flanders,50.9084,4.11281,3,480,,Super equipped,1,1,,,1995,0,0,Normal,Fuel oil,,,,,176,FlandersB,,4,,0,,,0,,,1,1,,,,1,0,1,possible flooding area,(information not available),,,1649,,,,,,,18/01/2021,,739240-00000001-0,,,,,,,,20,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,466,466,3600,414,,3600,3700,7400,,7100,846,3,4800,
RAJ89220,7937989,https://immovlan.be/en/detail/apartment/for-sale/8700/tielt/raj89220,ImmoVlan,2026-06-15,2019-09-02,data_html/raw/html/raj/raj89220.html,flat,appartment,for-sale,0,279000,0,,Kroonstraat,1,8700,Tielt,West Flanders,Flanders,50.9933558,3.3288892,2,70,,Fully equipped,1,,1,1,2016,0,,New,Gas,Double glass,,,,84,FlandersSingleA,1,,,0,,,0,,,,,,,,,1,,no flooding area,(information not available),4,,,26,,,15,9,1,,,,,1,"Residential zone (residential, urban)",,10,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,221,221,38,280,,394,465,,32200,2100,311,3,394,413
RAK02471,7964363,https://immovlan.be/en/detail/residence/for-sale/1600/sint-pieters-leeuw/rak02471,ImmoVlan,2026-06-15,2019-10-02,data_html/raw/html/rak/rak02471.html,house,house,for-sale,0,1150000,0,3,,,1600,Sint-Pieters-Leeuw,Flemish Brabant,Flanders,50.7842441,4.242743,8,715,,,3,1,3,,,0,0,Normal,Fuel oil,,,,,293,FlandersC,1,4,,1,,,1,,,,,,4,,,0,1,possible flooding area,(information not available),,,1918,,0,,,,,29/01/2029,,002127615-RES-1 /002127613-RES-1//002127617-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,820,1200,1000,3800,398,,3500,3600,5100,31300,3200,3400,3,4900,
RAK16008,7987726,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rak16008,ImmoVlan,2026-06-15,2019-10-23,data_html/raw/html/rak/rak16008.html,flat,appartment,for-sale,0,185000,0,,Raversijdestraat,12,8400,Oostende,West Flanders,Flanders,51.2170714,2.8823714,2,,,,1,,1,4,2005,0,,,,Double glass,,,,333,FlandersD,,,,0,,,1,,0,,,,,,,0,,no flooding area,(information not available),,Immediately,,,0,0,,,,,,20150903-0001789587-1,,,"Residential zone (residential, urban)",,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,326,326,1500,480,227,3700,6300,4200,2800,446,646,3,507,
RAK54117,8031416,https://immovlan.be/en/detail/penthouse/for-sale/3500/hasselt/rak54117,ImmoVlan,2026-06-15,2019-12-06,data_html/raw/html/rak/rak54117.html,penthouse,appartment,for-sale,1,499000,1,,Gelatineboulevard,4,3500,Hasselt,Limburg,Flanders,50.9353863,5.3361143,2,117,,,1,,,7,,0,,New,,,,,,0,FlandersDoubleA,0,,South-west,1,,South-west,1,35,,1,,,,,,,,(information not available),(information not available),7,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,310,310,260,169,,969,1000,2400,,1100,473,3,555,615
RAK54121,8031420,https://immovlan.be/en/detail/penthouse/for-sale/3500/hasselt/rak54121,ImmoVlan,2026-06-15,2019-12-06,data_html/raw/html/rak/rak54121.html,penthouse,appartment,for-sale,1,493000,1,,Gelatineboulevard,2,3500,Hasselt,Limburg,Flanders,50.9354807,5.3359107,2,121,,,1,,,7,,0,,New,,,,,,0,FlandersDoubleA,0,,South-west,1,,South-west,1,35,,1,,,,,,1,,(information not available),(information not available),7,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,298,298,248,181,,957,1100,2400,,1100,485,3,543,627
RAN26116,8144219,https://immovlan.be/en/detail/villa/for-sale/9620/zottegem/ran26116,ImmoVlan,2026-06-15,2020-05-14,data_html/raw/html/ran/ran26116.html,villa,house,for-sale,0,669000,0,2,,,9620,Zottegem,East Flanders,Flanders,50.8695474,3.8107094,4,408,,Super equipped,1,,2,,1995,0,0,Normal,Fuel oil,,,,,170,FlandersB,,4,South,1,,,1,,,1,1,,,,,0,1,possible flooding area,(information not available),,On contract,1734,57,0,,,,,02/07/2028,,2072549-1,,,,,,,,17,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,265,423,423,80,300,,272,675,,,6000,127,3,,299
RAN31191,8147850,https://immovlan.be/en/detail/villa/for-sale/9550/herzele/ran31191,ImmoVlan,2026-06-15,2020-05-18,data_html/raw/html/ran/ran31191.html,villa,house,for-sale,0,775000,0,1,,,9550,Herzele,East Flanders,Flanders,50.8535314,3.8986569,5,330,,,2,1,,,2001,0,0,,Fuel oil,,,,,223,FlandersC,,4,,1,,,1,,,1,,,,,1,0,,no flooding area,(information not available),,,2547,48,0,,,,,05/05/2027,,0001958397-1,,,,,,,,17,,,,,,,,,,,,,170,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,1300,1300,4200,410,,5700,7200,11300,,9000,4100,3,10200,
RAQ01160,8330230,https://immovlan.be/en/detail/apartment/for-sale/9400/ninove/raq01160,ImmoVlan,2026-06-15,2020-12-15,data_html/raw/html/raq/raq01160.html,flat,appartment,for-sale,0,275940,0,,,,9400,Ninove,East Flanders,Flanders,50.8336435,4.018803,2,89,,Super equipped,,,1,,,0,0,New,,,,,,,,1,2,,0,,,1,,,,,,,,,1,1,no flooding area,(information not available),3,On contract,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,242,242,375,50,,1100,1400,10800,,319,144,3,60,1100
RAQ08091,8340020,https://immovlan.be/en/detail/villa/for-sale/9400/ninove/raq08091,ImmoVlan,2026-06-15,2021-01-04,data_html/raw/html/raq/raq08091.html,villa,house,for-sale,0,1130000,0,3,Okegembaan,54,9400,Ninove,East Flanders,Flanders,50.8468886,4.0340376,7,,,Super equipped,2,2,4,,1996,0,0,Normal,Gas,,,,,266,FlandersC,1,4,,1,,,1,,,1,2,,8,,,1,1,no flooding area,(information not available),,On contract,1956,,0,,,,1,07/07/2030,,Huisnr 54: 2291232-RES1 - Huisnr 56: 2291246-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,715,715,1300,146,,1300,1200,8200,,499,549,3,2100,1200
RAQ40163,8387252,https://immovlan.be/en/detail/penthouse/for-sale/8400/oostende/raq40163,ImmoVlan,2026-06-15,2021-02-18,data_html/raw/html/raq/raq40163.html,penthouse,appartment,for-sale,1,2373750,1,,Troonstraat,230,8400,Oostende,West Flanders,Flanders,51.2170212,2.8828181,3,276,,,,,,7,,,,New,,,,,,0,FlandersDoubleA,0,2,,,,,1,,,1,,,,,,,,(information not available),(information not available),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,272,272,1400,427,222,3700,5900,3800,2800,700,592,3,453,
RAQ40166,8387255,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/raq40166,ImmoVlan,2026-06-15,2021-02-18,data_html/raw/html/raq/raq40166.html,flat,appartment,for-sale,1,316000,1,,Sint-Paulusstraat,27,8400,Oostende,West Flanders,Flanders,51.2296925,2.9191206,2,,,,,,,2,,0,,New,,,,,,0,FlandersDoubleA,0,,,0,,,1,,,,,,,,,,,(information not available),(information not available),2,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,205,205,263,290,453,708,4900,2000,5900,761,486,3,103,694
RAQ40169,8387258,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/raq40169,ImmoVlan,2026-06-15,2021-02-18,data_html/raw/html/raq/raq40169.html,flat,appartment,for-sale,1,475000,1,,Troonstraat,230,8400,Oostende,West Flanders,Flanders,51.2168165,2.8827435,2,73,,,,,,3,,0,,New,,,,,,0,FlandersDoubleA,0,2,,1,,,1,,,,,,,,,,,(information not available),(information not available),,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,293,293,1400,452,201,3700,6000,3800,2900,722,614,3,475,
RAQ40174,8387263,https://immovlan.be/en/detail/apartment/for-sale/8370/blankenberge/raq40174,ImmoVlan,2026-06-15,2021-02-18,data_html/raw/html/raq/raq40174.html,flat,appartment,for-sale,1,329550,1,,Arthanhelling,3,8370,Blankenberge,West Flanders,Flanders,51.2946419,3.1358267,1,,,,,,,2,,0,,New,,,,,,0,FlandersDoubleA,0,,,0,,,0,,,,,,,,,,,(information not available),(information not available),3,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1200,1200,2600,1400,,2300,2400,,26600,2700,1400,3,2200,2200
RAQ64055,8400587,https://immovlan.be/en/detail/ground-floor/for-sale/3500/hasselt/raq64055,ImmoVlan,2026-06-15,2021-03-03,data_html/raw/html/raq/raq64055.html,ground_floor,appartment,for-sale,1,392000,1,,Ankerpad,5,3500,Hasselt,Limburg,Flanders,50.9353187,5.3357679,3,129,,,1,,,0,,0,,New,,,,,,0,FlandersDoubleA,0,,North-east,1,48,North-east,1,18,,,,,,,,1,,(information not available),(information not available),4,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,285,285,235,225,,944,1000,2400,,1100,499,3,521,640
RAQ68022,8402570,https://immovlan.be/en/detail/penthouse/for-sale/3500/hasselt/raq68022,ImmoVlan,2026-06-15,2021-03-04,data_html/raw/html/raq/raq68022.html,penthouse,appartment,for-sale,1,626000,1,,Matrozenpad,4,3500,Hasselt,Limburg,Flanders,50.9359657,5.3354121,2,171,,,2,,,3,,0,,New,,,,,,0,FlandersDoubleA,0,,North-east,1,,North-east,1,66,,,,,,,,1,,(information not available),(information not available),4,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,341,341,291,313,,988,1100,2500,,1200,436,3,624,728
RAQ68035,8402576,https://immovlan.be/en/detail/apartment/for-sale/3500/hasselt/raq68035,ImmoVlan,2026-06-15,2021-03-04,data_html/raw/html/raq/raq68035.html,flat,appartment,for-sale,1,334000,1,,Matrozenpad,4,3500,Hasselt,Limburg,Flanders,50.9359657,5.3354121,2,105,,,1,,,1,,0,,New,,,,,,0,FlandersDoubleA,0,,South-east,1,,South-east,1,14,,,,,,,,1,,(information not available),(information not available),4,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,341,341,291,313,,988,1100,2500,,1200,436,3,624,728
RAQ68073,8402585,https://immovlan.be/en/detail/ground-floor/for-sale/3500/hasselt/raq68073,ImmoVlan,2026-06-15,2021-03-04,data_html/raw/html/raq/raq68073.html,ground_floor,appartment,for-sale,1,363000,1,,Matrozenpad,4,3500,Hasselt,Limburg,Flanders,50.9359657,5.3354121,2,120,,,1,,,0,,0,,New,,,,,,0,FlandersDoubleA,0,,East,1,30,East,1,14,,,,,,,,1,,(information not available),(information not available),4,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,341,341,291,313,,988,1100,2500,,1200,436,3,624,728
RAQ68079,8402586,https://immovlan.be/en/detail/penthouse/for-sale/3500/hasselt/raq68079,ImmoVlan,2026-06-15,2021-03-04,data_html/raw/html/raq/raq68079.html,penthouse,appartment,for-sale,1,666000,1,,Ankerpad,5,3500,Hasselt,Limburg,Flanders,50.9352825,5.3354779,2,173,,,2,,,3,,0,,New,,,,,,0,FlandersDoubleA,0,,South-east,1,,South-east,1,99,,1,,,,,,1,,(information not available),(information not available),4,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,264,264,214,245,,923,1000,2400,,1100,519,3,500,661
RAQ68088,8402594,https://immovlan.be/en/detail/ground-floor/for-sale/3500/hasselt/raq68088,ImmoVlan,2026-06-15,2021-03-04,data_html/raw/html/raq/raq68088.html,ground_floor,appartment,for-sale,1,372000,1,,Ankerpad,5,3500,Hasselt,Limburg,Flanders,50.9352825,5.3354779,2,120,,,1,,,0,,0,,New,,,,,,0,FlandersDoubleA,0,,East,1,47,East,1,14,,1,,,,,,1,,(information not available),(information not available),4,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,264,264,214,245,,923,1000,2400,,1100,519,3,500,661
RAR37976,8415754,https://immovlan.be/en/detail/apartment/for-sale/2220/heist-op-den-berg/rar37976,ImmoVlan,2026-06-15,2021-03-18,data_html/raw/html/rar/rar37976.html,flat,appartment,for-sale,1,289900,1,,Populierenhof,28,2220,Heist-op-den-Berg,Antwerp,Flanders,51.07204,4.720736,2,99,,Super equipped,1,,1,1,2020,0,0,,Gas,,,,,,,1,4,South-west,0,,,1,10,,,,,,,,1,1,no flooding area,(information not available),3,Immediately,,34,0,,,,1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,456,456,264,245,,1100,1400,,27200,1300,871,3,760,767
RAV45437,8448983,https://immovlan.be/en/detail/residence/for-sale/2275/lille/rav45437,ImmoVlan,2026-06-15,2021-04-22,data_html/raw/html/rav/rav45437.html,house,house,for-sale,0,450000,0,,Delphine Adriaensstraat,11,2275,Lille,Antwerp,Flanders,51.23361,4.832251,3,265,,Super equipped,1,,2,,2021,0,0,New,Not specified,,,,,,,,3,East,0,,,1,26,,1,1,,1,,,0,,no flooding area,(information not available),,Immediately,419,,0,,,,,,,,,,"Residential zone (residential, urban)",1,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,640,640,5000,555,,5000,5300,3300,,10200,560,3,791,
RBC02133,8498742,https://immovlan.be/en/detail/penthouse/for-sale/3500/hasselt/rbc02133,ImmoVlan,2026-06-15,2021-06-07,data_html/raw/html/rbc/rbc02133.html,penthouse,appartment,for-sale,1,577000,1,,Broekermolenplein,10,3500,Hasselt,Limburg,Flanders,50.9215166,5.3447405,2,153,,,2,,,6,,0,,New,,,1,,,0,FlandersDoubleA,0,,East,1,,East,1,60,,,,,,,,1,,(information not available),(information not available),6,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732,560,877,817,199,,1900,3400,2400,,652,465,3,796,1600
RBC02145,8498743,https://immovlan.be/en/detail/penthouse/for-sale/3500/hasselt/rbc02145,ImmoVlan,2026-06-15,2021-06-07,data_html/raw/html/rbc/rbc02145.html,penthouse,appartment,for-sale,1,568000,1,,Broekermolenplein,10,3500,Hasselt,Limburg,Flanders,50.9371591,5.3355347,2,150,,,2,,,6,,0,,New,,,1,,,0,FlandersDoubleA,0,,East,1,,East,1,59,,1,,,,,,1,,(information not available),(information not available),6,,,,,,,,,,,,,1,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,504,504,434,378,,1100,1700,4800,,2000,280,3,590,823
RBC02166,8498749,https://immovlan.be/en/detail/penthouse/for-sale/3500/hasselt/rbc02166,ImmoVlan,2026-06-15,2021-06-07,data_html/raw/html/rbc/rbc02166.html,penthouse,appartment,for-sale,1,607000,1,,Broekermolenplein,10,3500,Hasselt,Limburg,Flanders,50.9371591,5.3355347,2,134,,,2,,,6,,0,,New,,,1,,,0,FlandersDoubleA,0,,South-west,1,,South-west,1,126,,1,,,,,,1,,(information not available),(information not available),6,,,,,,,,,,,,,1,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,504,504,434,378,,1100,1700,4800,,2000,280,3,590,823
RBC02548,8498751,https://immovlan.be/en/detail/apartment/for-sale/3500/hasselt/rbc02548,ImmoVlan,2026-06-15,2021-06-07,data_html/raw/html/rbc/rbc02548.html,flat,appartment,for-sale,1,413000,1,,Broekermolenplein,10,3500,Hasselt,Limburg,Flanders,50.9371591,5.3355347,2,125,,,2,,,5,,0,,New,,,1,,,0,FlandersDoubleA,0,,South,1,,South,1,9,,1,,,,,,1,,(information not available),(information not available),6,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,504,504,434,378,,1100,1700,4800,,2000,280,3,590,823
RBC48263,8524723,https://immovlan.be/en/detail/apartment/for-sale/8500/kortrijk/rbc48263,ImmoVlan,2026-06-15,2021-06-25,data_html/raw/html/rbc/rbc48263.html,flat,appartment,for-sale,0,265000,0,790,,,8500,Kortrijk,West Flanders,Flanders,50.8194894,3.2577076,1,62,,,,1,,0,,,0,,,,,,,58,FlandersSingleA,,,,0,,,1,,,,,,,,,0,,(information not available),(information not available),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,114,114,67,150,,953,1600,803,5700,1400,513,3,507,713
RBC70468,8538103,https://immovlan.be/en/detail/apartment/for-sale/9600/ronse/rbc70468,ImmoVlan,2026-06-15,2021-07-08,data_html/raw/html/rbc/rbc70468.html,flat,appartment,for-sale,0,154000,0,937,Abeelstraat,33,9600,Ronse,East Flanders,Flanders,50.7449914,3.6001263,2,101,,Fully equipped,1,,1,5,,0,,Excellent,,,,,,218,FlandersC,1,2,,0,,,0,,,,,,1,0,0,1,1,no flooding area,(information not available),,,,,1,,,,1,,,20181205--000211369-2--1,,,"Residential area of cultural, historical value",0,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,645,266,266,595,152,,397,918,10700,,6600,386,3,,419
