property_id,immovlan_id,url,source,scrape_date,date_posted,html_path,property_type,category,transaction_type,new_construction,price,vat,cadastral_income,street,house_number,postal_code,locality,province,region,latitude,longitude,bedrooms,livable_surface,number_of_kitchens,kitchen_equipment,bathrooms,showers,toilets,floor,build_year,currently_leased,furnished,building_state,heating_type,glazing_type,heat_pump,solar_panels,air_conditioning,primary_energy_consumption,epc,electrical_certificate,facades,facade_orientation,garden,garden_surface,garden_orientation,terrace,terrace_surface,balcony,garage,garages,indoor_parking,outdoor_parking,cellar,swimming_pool,elevator,running_water,flooding_area_type,demarcated_flooding_area,number_of_floors,availability,total_land_surface,living_room_surface,preemption_right,access_for_disabled,bedroom_1_surface,bedroom_2_surface,gas_connection,epc_validity_date,sewer_connection,epc_reference,co2_emission,entry_phone,urbanism_affectation,attic,kitchen_surface,bedroom_3_surface,yearly_primary_energy_consumption,frontage_width,building_permission_granted,kitchen_type,alarm,terrace_orientation,planning_permission_granted,bathroom_surface,p_score,g_score,terrain_width_at_roadside,security_door,protected_heritage,bedroom_4_surface,buildable_surface,veranda,rain_water_tank,floor_heating,as_build_certificate,diningroom,ground_depth,diningroom_surface,fireplace,electric_charging_station,hammam_sauna_jacuzzi,water_sensitive_area,domotica,cellar_surface,wash_room,solar_thermic_panels,bedroom_5_surface,gasoil_tank_certificate,low_energy_house,garage_surface,office_surface,attic_surface,individual_water_meter,water_softener,motorized_garage_door,bike_storage,electronic_key,dressing,electrical_certificate_validity,dressing_surface,opportunity_for_professional,bi_hourly_counter,adaptations_for_elderlies,total_surface,individual_electric_meter,level_e,veranda_surface,service_apartment,individual_gas_meter,barbecue,electricity_connection,gasoil_tank_certificate_validity,urbanism_infraction_description,nursery_nearest_walk_m,preschool_nearest_walk_m,elementary_school_nearest_walk_m,high_school_nearest_walk_m,bus_stop_nearest_walk_m,tram_stop_nearest_walk_m,train_station_nearest_walk_m,train_station_nearest_drive_m,motorway_nearest_drive_m,airport_nearest_drive_m,charging_station_nearest_drive_m,supermarket_nearest_walk_m,supermarket_count,car_sharing_nearest_walk_m,bike_sharing_nearest_walk_m
VBD84535,10499539,https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbd84535,ImmoVlan,2026-06-15,2026-02-09,data_html/raw/html/vbd/vbd84535.html,villa,house,for-sale,0,650000,0,3,,,1410,Waterloo,Walloon Brabant,Wallonia,50.71469,4.3991,4,220,,Fully equipped,1,,2,,1967,,,,Gas,Double glass,,,,234,WalloniaC,0,4,,1,,,1,50,,1,1,2,2,1,,,1,no flooding area,(information not available),,On contract,661,47,,,23,20,1,06/06/2035,1,,43,,,1,12,16,63940,,,Western kitchen,1,West,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/12/2025,,,,,,,,,,,,,,,121,426,426,388,267,,1600,1800,1400,24400,268,322,3,1300,
VBD84543,10499548,https://immovlan.be/en/detail/villa/for-sale/1180/ukkel/vbd84543,ImmoVlan,2026-06-15,2026-02-09,data_html/raw/html/vbd/vbd84543.html,villa,house,for-sale,0,3600000,0,,,,1180,Ukkel,Brussels,Brussels,50.8,4.3333333,5,950,,,5,,,,,0,,To be renovated,Gas,Double glass,,0,0,273,BrusselsE,1,4,South,1,,,1,,1,1,1,,1,,1,,1,(information not available),(information not available),1,Immediately,4200,50,0,,,,1,,1,20250904-0000726107-01-2,54,1,,,25,,,,,,1,,,,,,,0,,,,,,0,0,1,,30,1,,0,,0,,,0,,0,0,,20,,1,,,,,,,,,,,,,,,,,,,,,731,734,734,268,137,412,847,872,2700,20100,1600,369,3,433,362
VBD84549,10499554,https://immovlan.be/en/detail/villa/for-sale/1830/machelen/vbd84549,ImmoVlan,2026-06-15,2026-02-09,data_html/raw/html/vbd/vbd84549.html,villa,house,for-sale,0,850000,0,,WOLUWELAAN,59,1830,Machelen,Flemish Brabant,Flanders,50.90326,4.42654,5,550,,,,1,2,,1995,0,,Normal,Not specified,Double glass,,0,0,,,1,,,0,,,0,,,1,1,,1,,,,1,(information not available),(information not available),2,Immediately,,19,0,,13,10,,,1,F,,1,Area info not available,,4,10,,,,,0,,,,,,,0,,15,,,,0,0,,,,0,,0,,0,,,0,15,0,0,90,,,1,,,,,,,,,,,,,,,,,,,,,1200,1600,1600,1700,1000,2500,962,992,3200,5200,750,1400,3,2000,2900
VBD84585,10499637,https://immovlan.be/en/detail/apartment/for-sale/5100/dave/vbd84585,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84585.html,flat,appartment,for-sale,0,240000,0,960,,,5100,Dave,Namur,Wallonia,50.4143728,4.8877835,3,115,,,2,2,2,1,1900,1,0,Normal,Gas,Double glass,,,,216,WalloniaC,1,,,0,,,1,37,,,,,,1,0,0,,no flooding area,(information not available),2,On contract,,29,,0,21,19,1,30/09/2026,,,49,,,,8,12,,,,,,East,,,,,,,,,,,,,,1,,15,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,4500,177,177,2300,135,,1800,4000,5100,,4700,3100,3,5300,
VBD84594,10499649,https://immovlan.be/en/detail/villa/for-sale/7170/la-hestre/vbd84594,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84594.html,villa,house,for-sale,0,479000,0,1,,,7170,La Hestre,Hainaut,Wallonia,50.475919,4.2299939,5,263,,Fully equipped,1,1,4,,2002,0,0,Normal,Fuel oil,Double glass,,1,,307,WalloniaD,0,4,,1,,,1,,,1,1,,1,1,0,0,1,no flooding area,(information not available),2,On contract,743,37,,0,16,12,,19/10/2032,1,,75,,,1,32,24,80950,,,Western kitchen,1,,,,,,,,,20,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,520,441,441,795,132,,2600,3500,2700,21800,3200,747,3,,
VBD84610,10499671,https://immovlan.be/en/detail/residence/for-sale/4030/grivegnee/vbd84610,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84610.html,house,house,for-sale,0,220000,0,409,Rue de Herve,375,4030,Grivegn&#xE9;e,Liege,Wallonia,50.629417,5.6172133,3,122,,Fully equipped,1,,2,,,0,0,Normal,Gas,Double glass,,,1,286,WalloniaD,1,2,North,0,,,1,55,,,,,,1,0,0,1,no flooding area,(information not available),2,On contract,115,12,0,0,11,16,1,05/02/2036,1,,,,,1,13,20,43649,5,1,Western kitchen,,South,0,,,,5,,,,,,,,,1,,12,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,389,389,389,87,2500,2200,2600,3300,14400,3400,91,3,1000,
VBD84641,10499708,https://immovlan.be/en/detail/residence/for-sale/5660/couvin/vbd84641,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84641.html,house,house,for-sale,0,80000,0,469,Rue Neuve,9,5660,Couvin,Namur,Wallonia,50.0536334,4.4980734,2,117,,,1,,2,,,0,,Normal,Fuel oil,Double glass,,,,358,WalloniaE,1,3,,1,195,North,,,,,,,,,,,1,(information not available),(information not available),2,On contract,305,,0,,12,20,,,1,,89,,,1,9,,59702,8,0,,,,0,10,,,,,,,,,,,,1,9,19,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,263,268,268,635,162,,715,922,,,3000,449,3,,
VBD84652,10499729,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbd84652,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84652.html,flat,appartment,for-sale,0,255000,0,819,Avenue Princesse Elisabeth,135,1030,Schaarbeek,Brussels,Brussels,50.8761205,4.3783883,2,101,,Partially equipped,1,1,1,1,1928,,0,To renovate,Gas,Double glass,,,,193,BrusselsD,0,,,0,,,1,,1,,,,,1,0,0,1,(information not available),(information not available),,On contract,,29,,0,18,17,1,19/09/2027,1,,38,1,,,16,,16315,,,Kitchenette,,South-east,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,386,386,456,175,175,335,314,3900,9100,1200,366,3,127,232
VBD84654,10499732,https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd84654,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84654.html,flat,appartment,for-sale,0,240000,0,,Avenue Neptune,2,1190,Vorst,Brussels,Brussels,50.8137973,4.3315692,2,77,,Partially equipped,1,,1,3,,,0,To renovate,,Double glass,,,,237,BrusselsE,,2,,0,,,1,,,1,,,,,0,1,,(information not available),(information not available),,Immediately,,33,,,9,14,1,,,,,1,,,6,,,,,Kitchenette,,North-east,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,365,356,326,68,539,1100,1500,5100,17800,1700,567,3,456,45
VBD84658,10499736,https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbd84658,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84658.html,flat,appartment,for-sale,0,315000,0,,Boulevard Auguste Reyers,55,1030,Schaarbeek,Brussels,Brussels,50.8516849,4.400229,2,83,,Super equipped,1,,1,5,1960,,0,To renovate,Gas,Double glass,,,,196,BrusselsD,0,2,East,0,,,1,4,,1,1,,2,1,0,1,1,(information not available),(information not available),7,On contract,,30,,0,13,10,,,1,,39,1,,,7,,17662,,,,,West,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,80,80,375,296,393,665,884,1900,11600,913,375,3,425,366
VBD84677,10499762,https://immovlan.be/en/detail/residence/for-sale/6150/anderlues/vbd84677,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84677.html,house,house,for-sale,0,98000,0,,,,6150,Anderlues,Hainaut,Wallonia,50.4,4.2666667,,,,,,,,,,0,,,Not specified,,,,,,,,4,West,1,,,0,,,,,,,,,,,(information not available),(information not available),,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,1000,1000,1200,883,,4700,6400,16900,25600,,907,3,,
VBD84684,10499771,https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbd84684,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84684.html,house,house,for-sale,0,380000,0,693,,,1480,Tubize,Walloon Brabant,Wallonia,50.69054,4.2026,4,184,,Super equipped,1,,1,,,0,0,Normal,Gas,Double glass,,,,261,WalloniaD,0,2,South-west,1,500,North-east,1,25,,1,1,2,1,1,0,0,1,(information not available),(information not available),2,,500,30,,0,30,15,1,03/09/2035,1,,48,,,1,22,15,48519,,,,,North-east,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,448,377,2,16,,527,312,2900,,4800,215,3,3100,
VBD84696,10499788,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd84696,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84696.html,flat,appartment,for-sale,0,520000,0,,,,1180,Ukkel,Brussels,Brussels,50.8,4.3333333,2,130,,,2,,2,5,1975,0,,To be renovated,Gas,Double glass,,0,0,164,BrusselsD,1,2,South,0,,,1,15,,,,,,,,1,1,(information not available),(information not available),6,Immediately,,,0,,16,17,,,1,554305-01-6,32,1,,,10,,,,,,0,,,,,,,0,,,,,,0,0,,,,0,,0,,0,,1,0,,0,0,,13,,,,,,,,,,,,,,,,,,,,,,,731,734,734,268,137,412,847,872,2700,20100,1600,369,3,433,362
VBD84697,10499789,https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbd84697,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84697.html,house,house,for-sale,0,990000,0,,,,1050,Elsene,Brussels,Brussels,50.8235717,4.3766927,4,223,,,3,,2,,1945,0,,Excellent,Not specified,Double glass,,0,0,258,BrusselsE,0,3,East,0,,,1,30,,,,1,,,,,1,(information not available),(information not available),2,Immediately,,,0,,40,14,,,1,0000523365-01-6,52,0,,1,,11,,,,,0,,,,,,,0,,11,,,,0,0,,,,0,,0,,0,,1,0,,0,0,,16,,1,,,,,,,,,,,,,,,,,,,,,291,269,269,561,239,544,995,1500,3600,15200,1500,591,3,45,237
VBD84699,10499791,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd84699,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84699.html,flat,appartment,for-sale,0,575000,0,,,,1180,Ukkel,Brussels,Brussels,50.8,4.3333333,3,146,,,2,,2,3,1974,0,,To be renovated,Not specified,Double glass,,0,0,159,BrusselsD,1,2,South,0,,,1,15,,1,1,1,1,,,1,1,(information not available),(information not available),6,Immediately,,,0,1,19,17,,,1,665413-01-6,31,0,,,15,14,,,,,0,,,,,,,1,,,,,,0,0,,,,0,,0,,0,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,731,734,734,268,137,412,847,872,2700,20100,1600,369,3,433,362
VBD84703,10499795,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd84703,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84703.html,flat,appartment,for-sale,0,1190000,0,,,,1180,Ukkel,Brussels,Brussels,50.8,4.3333333,5,320,,,3,,3,1,1977,0,,New,Not specified,Double glass,,0,0,221,BrusselsE,1,4,South,0,,,1,20,,,,2,,,,1,1,(information not available),(information not available),2,Immediately,,,0,,24,24,,,1,20250424-TEST,43,1,,,15,17,,,,,0,,,,,,,1,,16,,,,0,0,,,,0,,0,,0,,1,0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,731,734,734,268,137,412,847,872,2700,20100,1600,369,3,433,362
VBD84704,10499796,https://immovlan.be/en/detail/penthouse/for-sale/1180/ukkel/vbd84704,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84704.html,penthouse,appartment,for-sale,0,1450000,0,,,,1180,Ukkel,Brussels,Brussels,50.8,4.3333333,2,230,,,2,,3,2,2017,0,,New,Not specified,Double glass,,0,1,50,BrusselsB,1,3,,0,,,1,56,,1,,2,,,,1,1,(information not available),(information not available),2,On contract,,,0,1,35,30,,,1,629101-6-N-1-2-2,10,1,,,10,,,,,,1,,,,,,,1,,,,,,0,0,,,,0,,0,,0,,1,0,,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,731,734,734,268,137,412,847,872,2700,20100,1600,369,3,433,362
VBD84708,10499800,https://immovlan.be/en/detail/duplex/for-sale/1180/ukkel/vbd84708,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84708.html,duplex,appartment,for-sale,0,1570000,0,,,,1180,Ukkel,Brussels,Brussels,50.8,4.3333333,3,238,,,2,,3,0,2002,0,,Excellent,Not specified,Double glass,,0,1,194,BrusselsD,0,3,East,0,,,1,,1,1,2,,,,,1,1,(information not available),(information not available),2,Immediately,,,0,1,18,16,,,1,0000345144-01-1,41,1,,,,18,,,,,1,,,,,,,1,,,,,,0,0,,,,0,,0,,0,,1,0,,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,731,734,734,268,137,412,847,872,2700,20100,1600,369,3,433,362
VBD84709,10499801,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd84709,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84709.html,flat,appartment,for-sale,0,2650000,0,,,,1180,Ukkel,Brussels,Brussels,50.8,4.3333333,4,338,,,4,1,3,0,2010,1,,Excellent,Not specified,Double glass,,0,0,118,BrusselsC,1,,South,1,120,,1,60,,1,1,,,,,1,1,(information not available),(information not available),5,On contract,,,0,,15,14,,,1,20230605-0000646362-01-8,23,1,,,,14,,,,,1,,,,,,,1,,14,,,,0,0,,,,0,,0,,0,,1,0,,0,0,,16,,1,,,,,,,,,,,,,,,,,,,,,731,734,734,268,137,412,847,872,2700,20100,1600,369,3,433,362
VBD84713,10499805,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd84713,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84713.html,house,house,for-sale,0,1300000,0,,AVENUE VANDERAEY,63,1180,Ukkel,Brussels,Brussels,50.79605,4.33889,4,290,,,3,,4,,2015,0,,New,Not specified,Double glass,,1,1,108,BrusselsC,1,2,,1,60,,1,,1,1,1,,1,,,,1,(information not available),(information not available),3,From 30/12/2025,260,,0,,16,16,,,1,593173-N-1-1-4-3,28,1,,,,13,,,,,1,,,,,,,1,,13,,,,0,0,,,,0,,0,,0,,1,0,,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,131,678,678,756,281,281,968,1100,3400,19700,1200,518,3,604,286
VBD84717,10499809,https://immovlan.be/en/detail/villa/for-sale/1180/ukkel/vbd84717,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84717.html,villa,house,for-sale,0,1995000,0,,AVENUE DES HOSPICES,186,1180,Ukkel,Brussels,Brussels,50.77504,4.34031,5,415,,,2,1,4,,1875,0,,Normal,Gas,Double glass,,1,0,547,BrusselsG,1,4,,1,,,1,25,1,1,,,1,,1,,1,(information not available),(information not available),3,Negotiable,8000,,0,,30,24,,,1,20241203-TEST,111,0,,1,,20,,,,,1,,,,,,,0,,16,,,,0,0,,,,1,,0,,0,,1,0,14,0,0,,20,,1,,,,,,,,,,,,,,,,,,,,,430,299,299,339,145,1600,261,230,5500,32100,5700,496,3,1100,2100
VBD84721,10499813,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd84721,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84721.html,house,house,for-sale,0,1995000,0,,,,1180,Ukkel,Brussels,Brussels,50.8,4.3333333,5,418,,,4,,3,,1930,0,,To be renovated,Gas,Double glass,,0,0,297,BrusselsF,0,4,South,1,2600,,1,20,,1,1,,1,,,,1,(information not available),(information not available),2,Immediately,2800,,0,1,30,25,,,1,667175-01-3,59,1,,,20,20,,,,,0,,,,,,,0,,20,,,,0,0,,,,0,,0,,0,,1,0,18,0,0,,20,,1,,,,,,,,,,,,,,,,,,,,,731,734,734,268,137,412,847,872,2700,20100,1600,369,3,433,362
VBD84722,10499814,https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd84722,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84722.html,flat,appartment,for-sale,0,595000,0,,,,1180,Ukkel,Brussels,Brussels,50.8,4.3333333,3,146,,,2,1,3,7,1968,0,,Excellent,Fuel oil,Double glass,,0,0,447,BrusselsG,0,2,,0,,,1,20,,,,1,,,,1,1,(information not available),(information not available),8,Immediately,,,0,,21,13,,,1,20250321-TEST,117,1,,,9,9,,,,,0,,,,,,,1,,,,,,0,0,,,,0,,0,,0,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,731,734,734,268,137,412,847,872,2700,20100,1600,369,3,433,362
VBD84723,10499815,https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd84723,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84723.html,house,house,for-sale,0,2250000,0,,,,1180,Ukkel,Brussels,Brussels,50.8,4.3333333,5,485,,,5,,4,,1923,0,,Excellent,Not specified,Double glass,,0,0,208,BrusselsD,1,4,,1,1000,,1,60,,1,1,,1,,,1,1,(information not available),(information not available),2,Immediately,1200,,0,1,27,21,,,1,D,43,1,,,21,20,,,,,1,,,,,,,0,,20,,,,0,0,,,,0,,0,,0,,1,0,20,0,0,,12,,1,,,,,,,,,,,,,,,,,,,,,731,734,734,268,137,412,847,872,2700,20100,1600,369,3,433,362
VBD84725,10499817,https://immovlan.be/en/detail/residence/for-sale/9000/gent/vbd84725,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84725.html,house,house,for-sale,0,2200000,0,,SINT-PIETERSNIEUWSTRAAT,202,9000,Gent,East Flanders,Flanders,51.04467,3.72654,8,444,,,6,,6,,1906,1,,Excellent,Gas,Double glass,,0,1,135,FlandersB,1,2,East,1,124,,1,20,1,,,,,,,,1,(information not available),(information not available),3,On contract,245,,0,,20,20,,,1,20251124-0003702868-Res-1,3317,1,Area info not available,,15,14,,,,,0,,,,,,8,0,,20,,,,0,1,,,,0,,0,,0,,1,0,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,277,457,457,246,60,1100,1600,2000,3100,,132,395,3,305,115
VBD84727,10499819,https://immovlan.be/en/detail/villa/for-sale/1932/woluwe-saint-etienne/vbd84727,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84727.html,villa,house,for-sale,0,1095000,0,,HOF TEN BERGLAAN,304,1932,Woluwe-saint-Etienne,Flemish Brabant,Flanders,50.85929,4.43519,5,543,,,3,,4,,1951,0,,Normal,Not specified,Double glass,,0,0,272,FlandersC,1,4,,1,,,1,20,,1,2,,2,,,,1,(information not available),(information not available),2,Immediately,3041,,0,,19,12,,,1,0003715510-RES-1,29156,1,Area info not available,,25,17,,,,,1,,,,,,,0,,17,,,,0,0,,,,1,,0,,0,,1,0,9,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,477,661,661,1100,304,1900,3600,4500,1800,7500,3400,610,3,456,655
VBD84729,10499821,https://immovlan.be/en/detail/residence/for-sale/1020/laken/vbd84729,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84729.html,house,house,for-sale,0,450000,0,,RUE STEYLS,75,1020,Laken,Brussels,Brussels,50.87892,4.34168,3,156,,,2,,2,,2013,0,,Excellent,Not specified,Double glass,,0,0,186,BrusselsD,1,3,West,1,25,,1,10,,,,1,,,,,1,(information not available),(information not available),2,Immediately,,,0,,12,12,,,1,20260115,37,0,,,10,19,,,,,0,,,,,,,0,,,,,,0,0,,,,0,,0,,0,,,0,,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,195,571,329,549,91,53,695,603,3100,17200,2000,127,3,469,650
VBD84734,10499826,https://immovlan.be/en/detail/penthouse/for-sale/1150/sint-pieters-woluwe/vbd84734,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84734.html,penthouse,appartment,for-sale,0,795000,0,,,,1150,Sint-Pieters-Woluwe,Brussels,Brussels,50.8381484,4.4329851,3,165,,,1,1,2,4,2005,1,,Excellent,Gas,Double glass,,0,0,175,BrusselsD,1,3,South,0,,,1,36,,1,1,1,,,,1,1,(information not available),(information not available),4,On contract,,,1,1,19,12,,,1,20250313,35,0,,,16,10,,,,,1,,,,,,,1,,,,,,0,1,,,,0,,0,,0,,1,0,,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,262,283,283,343,370,226,2500,3200,3400,8900,2100,215,3,497,178
VBD84738,10499830,https://immovlan.be/en/detail/residence/for-sale/1560/hoeilaart/vbd84738,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84738.html,house,house,for-sale,0,1950000,0,,BRUSSELSESTEENWEG,187,1560,Hoeilaart,Flemish Brabant,Flanders,50.78028,4.45495,5,950,,,6,,9,,1938,1,,Normal,Gas,Double glass,,0,0,498,FlandersE,1,4,,1,10002,,1,,,1,1,,1,,1,,1,(information not available),(information not available),2,On contract,10002,,0,,26,22,,,1,0002634688-RES-1,99,1,Area info not available,1,44,17,,,,,0,,,,,,,0,,16,,,,0,0,,,,0,,0,,0,,1,0,14,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,1800,2400,2500,1800,182,,2200,3800,246,15500,2000,2100,3,1900,2300
VBD84739,10499831,https://immovlan.be/en/detail/villa/for-sale/3080/tervuren/vbd84739,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84739.html,villa,house,for-sale,0,1195000,0,,,,3080,Tervuren,Flemish Brabant,Flanders,50.82595,4.50775,4,450,,,1,3,5,,1989,0,,Excellent,Not specified,Double glass,,0,0,225,FlandersC,0,4,,1,650,,1,35,,1,1,3,1,,,,1,(information not available),(information not available),2,Immediately,900,,0,,25,18,,,1,0003706553-RES-1,25,1,Area info not available,1,18,16,,,,,1,,,,,,,0,,14,,,,0,0,,,,1,,0,,0,,1,0,,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,106,485,485,536,39,27,7300,7500,2500,12900,866,16,3,303,670
VBD84743,10499835,https://immovlan.be/en/detail/penthouse/for-sale/1150/sint-pieters-woluwe/vbd84743,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84743.html,penthouse,appartment,for-sale,0,1075000,0,,,,1150,Sint-Pieters-Woluwe,Brussels,Brussels,50.8381484,4.4329851,3,195,,,3,,3,2,2015,0,,Excellent,Not specified,Double glass,,0,0,148,BrusselsC,1,,East,0,,,1,54,1,1,1,1,1,,,1,1,(information not available),(information not available),3,Immediately,,,0,,20,16,,,1,C,29,1,,,11,15,,,,,0,,,,,,,1,,,,,,0,0,,,,0,,0,,0,,1,0,,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,262,283,283,343,370,226,2500,3200,3400,8900,2100,215,3,497,178
VBD84744,10499836,https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/vbd84744,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84744.html,house,house,for-sale,0,1465000,0,,AVENUE JULES C&#xC9;SAR,122,1150,Sint-Pieters-Woluwe,Brussels,Brussels,50.83233,4.41421,5,515,,,4,,5,,1939,0,,Normal,Not specified,Double glass,,0,0,290,BrusselsF,1,3,North,1,513,,1,30,1,1,1,1,1,,,,1,(information not available),(information not available),2,Immediately,513,,0,,23,21,,,1,F,75,1,,,26,16,,,,,1,,,,,,9,1,,14,,,,0,0,,,,0,,0,,0,,1,0,12,0,0,,38,,1,,,,,,,,,,,,,,,,,,,,,739,530,420,627,489,574,1600,1800,3200,13000,667,833,3,445,574
VBD84745,10499837,https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/vbd84745,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84745.html,house,house,for-sale,0,3150000,0,,,,1150,Sint-Pieters-Woluwe,Brussels,Brussels,50.8381484,4.4329851,5,600,,,5,1,6,,2005,0,,Excellent,Gas,Double glass,,0,0,159,BrusselsD,1,4,,1,,,1,40,1,1,1,,1,,1,,1,(information not available),(information not available),2,Negotiable,1367,,0,,16,16,,,1,D,34,0,,,22,25,,,,,1,,,,,,,1,,20,,,,0,0,,,,1,,0,,0,,1,0,25,0,0,,,,1,,,,,,,,,,,,,,,,,,,,,262,283,283,343,370,226,2500,3200,3400,8900,2100,215,3,497,178
VBD84746,10499838,https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbd84746,ImmoVlan,2026-06-15,2026-02-10,data_html/raw/html/vbd/vbd84746.html,flat,appartment,for-sale,0,775000,0,,,,1000,Brussels,Brussels,Brussels,50.8427501,4.3515499,3,180,,,2,1,2,6,1966,1,,Excellent,Gas,Double glass,,0,0,257,BrusselsE,0,2,,0,,,1,9,,1,1,,,,,1,1,(information not available),(information not available),8,From 17/02/2030,,,0,,21,16,,,1,20251120-TEST,51,0,,,10,12,,,,,0,,,,,,,1,,,,,,0,0,,,,0,,0,,0,,,0,,0,0,,14,,,,,,,,,,,,,,,,,,,,,,,89,117,117,284,80,631,340,1100,5400,15100,1400,305,3,131,237
